,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
1609,2014,1968.0,138.03,5.0,8.25,True,False,False,False,False
1610,2018,1373.0,91.1,5.0,9.28,False,False,False,True,True
1611,2012,2179.0,120.0,7.0,6.25,True,False,False,False,False
1612,2008,1150.0,74.9,5.0,1.15,False,False,False,True,True
1613,2016,1373.0,91.2,5.0,7.8,False,False,False,True,True
1614,2012,1396.0,90.0,5.0,4.5,True,False,False,False,True
1615,2018,1199.0,88.7,5.0,7.56,False,False,False,True,True
1616,2017,2179.0,140.0,7.0,16.08,True,False,False,False,True
1617,2012,1197.0,80.0,5.0,4.5,False,False,False,True,True
1618,2012,1582.0,126.32,5.0,5.0,True,False,False,False,True
1619,2011,1086.0,68.05,5.0,2.2,False,False,False,True,True
1620,2014,998.0,67.04,5.0,4.0,False,False,False,True,False
1621,2012,1199.0,73.9,5.0,2.51,True,False,False,False,True
1622,2015,1248.0,74.0,5.0,4.75,True,False,False,False,True
1623,2008,1086.0,66.7,5.0,2.0,False,False,False,True,True
1624,2010,1197.0,78.9,5.0,2.1,False,False,False,True,True
1625,2013,1499.0,110.0,5.0,6.25,False,False,False,True,False
1626,2011,2987.0,210.0,5.0,10.6,True,False,False,False,False
1627,2017,1248.0,74.0,5.0,6.0,True,False,False,False,True
1628,2004,796.0,37.0,4.0,0.45,False,False,False,True,True
1629,2010,1298.0,88.2,5.0,2.5,False,False,False,True,True
1630,2018,1591.0,121.3,5.0,12.75,False,False,False,True,True
1631,2017,1995.0,190.0,5.0,30.29,True,False,False,False,False
1632,2006,1299.0,70.0,5.0,1.6,False,False,False,True,True
1633,2017,1498.0,89.84,5.0,7.54,True,False,False,False,True
1634,2015,1373.0,91.1,5.0,6.84,False,False,False,True,True
1635,2012,1968.0,167.7,5.0,6.0,True,False,False,False,False
1636,2017,1498.0,98.6,5.0,8.0,True,False,False,False,True
1637,2016,1968.0,174.33,5.0,24.74,True,False,False,False,False
1638,2017,1120.0,70.0,5.0,5.5,True,False,False,False,True
1639,2013,2987.0,224.0,7.0,36.0,True,False,False,False,False
1640,2013,2494.0,100.6,7.0,11.79,True,False,False,False,True
1641,2011,1498.0,97.7,5.0,3.0,False,False,False,True,True
1642,2011,1968.0,138.1,5.0,6.75,True,False,False,False,False
1643,2006,1399.0,92.7,5.0,1.4,False,False,False,True,True
1644,2014,1498.0,98.6,7.0,5.75,True,False,False,False,True
1645,2010,1248.0,73.9,5.0,3.4,True,False,False,False,True
1646,2011,1198.0,73.9,5.0,4.89,False,False,False,True,True
1647,2013,1598.0,102.5,5.0,4.95,False,False,False,True,True
1648,2013,998.0,66.1,5.0,3.49,False,False,False,True,False
1650,2014,1497.0,118.0,5.0,6.35,False,False,False,True,True
1651,2017,1197.0,82.0,5.0,7.08,False,False,False,True,False
1652,2017,1999.0,177.0,5.0,38.0,True,False,False,False,False
1653,2012,2179.0,120.0,8.0,6.25,True,False,False,False,True
1654,2011,1796.0,186.0,5.0,10.15,False,False,False,True,False
1655,2014,1798.0,157.75,5.0,10.75,False,False,False,True,False
1656,2012,1991.0,147.9,4.0,4.65,True,False,False,False,False
1657,2010,2179.0,120.0,8.0,4.75,True,False,False,False,True
1658,2015,1591.0,121.3,5.0,7.78,False,False,False,True,True
1659,2016,1396.0,90.0,5.0,6.75,True,False,False,False,True
1660,2008,1497.0,78.0,5.0,2.99,False,False,False,True,False
1661,2013,1197.0,78.9,5.0,2.35,False,False,False,True,True
1662,2013,1498.0,98.6,5.0,3.65,True,False,False,False,True
1663,2012,998.0,67.04,5.0,2.74,False,False,False,True,True
1664,2013,1198.0,86.8,5.0,3.5,False,False,False,True,True
1665,2014,1197.0,80.0,5.0,4.76,False,False,False,True,True
1666,2016,1598.0,103.2,5.0,6.2,False,False,False,True,True
1667,2008,1896.0,66.0,5.0,2.35,True,False,False,False,True
1668,2014,2143.0,204.0,5.0,24.5,True,False,False,False,False
1669,2013,1598.0,102.57,5.0,6.0,False,False,False,True,True
1670,2017,814.0,55.2,5.0,3.65,False,False,False,True,True
1671,2016,1197.0,85.8,5.0,6.26,False,False,False,True,True
1673,2015,2967.0,241.4,5.0,32.95,True,False,False,False,False
1674,2018,1197.0,81.83,5.0,7.8,False,False,False,True,True
1675,2014,1198.0,86.8,5.0,4.25,False,False,False,True,True
1676,2014,1298.0,85.8,5.0,4.86,False,False,False,True,True
1677,2017,1197.0,81.86,5.0,4.9,False,False,False,True,True
1678,2014,2498.0,112.0,8.0,7.06,True,False,False,False,True
1679,2015,1798.0,189.0,4.0,4.5,False,False,False,True,False
1680,2011,998.0,67.1,5.0,3.22,False,False,False,True,True
1681,2014,1199.0,73.9,5.0,3.25,True,False,False,False,True
1682,2016,1197.0,82.0,5.0,4.53,False,False,False,True,True
1683,2017,2143.0,170.0,5.0,34.78,True,False,False,False,False
1684,2014,1591.0,121.3,5.0,6.5,False,False,False,True,False
1685,2010,1172.0,67.0,5.0,2.25,False,False,False,True,True
1686,2011,2494.0,100.0,8.0,8.0,True,False,False,False,True
1687,2017,1493.0,100.0,7.0,8.37,True,False,False,False,False
1688,2015,1498.0,88.8,5.0,5.39,True,False,False,False,True
1689,2018,1995.0,190.0,5.0,37.3,True,False,False,False,False
1690,2018,2987.0,254.79,5.0,70.8,True,False,False,False,False
1691,2012,2987.0,254.8,5.0,22.25,True,False,False,False,False
1692,2018,1197.0,81.86,5.0,6.03,False,False,False,True,True
1693,2011,1798.0,157.75,5.0,4.9,False,False,False,True,False
1694,2013,1197.0,78.9,5.0,3.96,False,False,False,True,False
1695,2011,1396.0,90.0,5.0,4.6,True,False,False,False,True
1696,2011,2179.0,120.0,8.0,5.5,True,False,False,False,True
1697,2013,1198.0,86.8,5.0,3.25,False,False,False,True,True
1698,2017,1197.0,81.83,5.0,6.25,False,False,False,True,True
1699,2007,2499.0,143.0,7.0,3.0,True,False,False,False,True
1700,2011,1493.0,110.0,5.0,4.25,True,False,False,False,True
1701,2011,2982.0,171.0,7.0,12.25,True,False,False,False,True
1702,2011,1995.0,184.0,5.0,10.95,True,False,False,False,False
1703,2013,2982.0,168.5,7.0,16.5,True,False,False,False,False
1704,2018,1199.0,88.76,5.0,7.8,False,False,False,True,False
1705,2013,1086.0,68.05,5.0,3.7,False,False,False,True,True
1706,2012,1197.0,80.0,5.0,4.0,False,False,False,True,True
1707,2015,1995.0,187.74,5.0,26.75,True,False,False,False,False
1708,2016,1968.0,181.0,5.0,28.03,True,False,False,False,False
1709,2017,1197.0,81.8,5.0,5.44,False,False,False,True,True
1710,2017,1197.0,83.1,5.0,6.2,False,False,False,True,False
1711,2005,1495.0,94.0,5.0,0.9,False,False,False,True,True
1712,2016,1197.0,85.8,5.0,3.95,False,False,False,True,True
1713,2011,624.0,35.0,4.0,0.44,False,False,False,True,True
1714,2012,1399.0,68.0,5.0,2.75,True,False,False,False,True
1715,2011,1968.0,167.7,5.0,7.5,True,False,False,False,False
1716,2010,1248.0,93.0,5.0,2.5,True,False,False,False,True
1717,2015,2489.0,93.7,7.0,5.0,True,False,False,False,True
1718,2013,998.0,67.1,5.0,3.6,False,False,False,True,True
1719,2012,1496.0,88.7,5.0,3.99,False,False,False,True,True
1720,2015,1197.0,82.0,5.0,5.64,False,False,False,True,True
1721,2014,2494.0,100.0,8.0,12.0,True,False,False,False,True
1722,2008,1405.0,62.0,5.0,0.7,True,False,False,False,True
1723,2015,1995.0,184.0,5.0,19.0,True,False,False,False,False
1724,2017,3198.0,197.0,7.0,30.48,True,False,False,False,False
1725,2017,1462.0,103.25,5.0,8.2,False,False,False,True,True
1726,2015,1498.0,99.0,5.0,7.55,True,False,False,False,True
1727,2007,1150.0,74.9,5.0,0.99,False,False,False,True,True
1728,2011,1497.0,118.0,5.0,4.15,False,False,False,True,False
1729,2016,1498.0,97.6,5.0,6.2,False,False,False,True,True
1730,2016,1197.0,85.8,5.0,4.4,False,False,False,True,True
1731,2012,1399.0,68.0,5.0,2.1,True,False,False,False,True
1732,2011,1248.0,75.0,5.0,2.2,True,False,False,False,True
1733,2018,1197.0,81.86,5.0,8.34,False,False,False,True,True
1734,2014,1248.0,74.0,5.0,4.35,True,False,False,False,True
1735,2014,1498.0,89.84,5.0,6.8,True,False,False,False,True
1736,2010,1248.0,73.9,5.0,3.3,True,False,False,False,True
1737,2016,1197.0,82.0,5.0,5.04,False,False,False,True,True
1738,2012,2953.0,153.86,7.0,9.2,True,False,False,False,False
1739,2014,1199.0,73.9,5.0,5.7,True,False,False,False,True
1740,2018,1493.0,100.0,7.0,8.48,True,False,False,False,True
1741,2013,2993.0,306.0,4.0,48.0,True,False,False,False,False
1742,2012,1461.0,108.45,5.0,6.1,True,False,False,False,True
1743,2010,998.0,67.04,5.0,2.75,False,False,False,True,True
1744,2017,1248.0,88.5,7.0,8.0,True,False,False,False,True
1745,2010,796.0,46.3,5.0,1.85,False,False,False,True,True
1746,2015,998.0,67.0,5.0,3.85,False,False,False,True,False
1747,2017,1196.0,73.0,7.0,4.74,False,False,False,True,True
1748,2013,1461.0,108.45,5.0,5.63,True,False,False,False,True
1749,2011,1061.0,64.0,5.0,2.62,False,False,False,True,True
1750,2015,1598.0,102.53,5.0,4.9,False,False,False,True,True
1751,2006,1799.0,130.0,5.0,2.65,False,False,False,True,True
1752,2012,2179.0,140.0,7.0,5.99,True,False,False,False,True
1753,2011,1461.0,64.1,5.0,2.4,True,False,False,False,True
1754,2017,999.0,67.0,5.0,4.25,False,False,False,True,True
1755,2013,2967.0,240.0,5.0,40.0,True,False,False,False,False
1756,2008,1248.0,74.0,5.0,2.7,True,False,False,False,True
1757,2016,1198.0,67.0,5.0,2.99,False,False,False,True,True
1758,2011,1197.0,80.0,5.0,3.4,False,False,False,True,True
1759,2016,1995.0,190.0,5.0,30.8,True,False,False,False,False
1760,2012,1248.0,88.8,7.0,5.85,True,False,False,False,True
1761,2014,1197.0,82.0,5.0,4.0,False,False,False,True,True
1762,2011,2996.0,254.0,5.0,14.12,False,False,False,True,False
1763,2011,1998.0,163.7,5.0,4.55,True,False,False,False,True
1764,2015,2987.0,165.0,5.0,38.0,True,False,False,False,False
1765,2011,1248.0,73.9,5.0,2.9,True,False,False,False,True
1766,2007,1796.0,186.0,5.0,6.0,False,False,False,True,False
1767,2016,1197.0,81.83,5.0,6.95,False,False,False,True,True
1768,2014,998.0,68.05,5.0,2.75,False,False,False,True,True
1769,2014,1248.0,74.0,5.0,5.1,True,False,False,False,True
1770,2017,1197.0,81.83,5.0,6.75,False,False,False,True,True
1771,2014,1197.0,85.8,5.0,3.69,False,False,False,True,True
1772,2013,1248.0,74.0,5.0,5.45,True,False,False,False,True
1773,2018,1199.0,88.7,5.0,9.29,False,False,False,True,True
1774,2015,1197.0,81.86,5.0,4.0,False,False,False,True,False
1775,2013,1198.0,86.7,5.0,2.9,False,False,False,True,True
1776,2013,1591.0,121.3,5.0,5.25,False,False,False,True,True
1777,2014,1497.0,116.3,5.0,5.75,False,False,False,True,True
1778,2017,1591.0,121.3,5.0,13.12,False,False,False,True,True
1779,2014,2179.0,140.0,7.0,7.83,True,False,False,False,True
1780,2013,998.0,58.16,5.0,3.15,False,False,False,False,True
1781,2013,2494.0,102.0,7.0,10.4,True,False,False,False,True
1782,2012,1248.0,74.0,5.0,4.35,True,False,False,False,True
1783,2017,998.0,67.0,5.0,5.23,False,False,False,True,False
1784,2016,1197.0,81.86,5.0,6.01,False,False,False,True,True
1785,2014,1498.0,98.6,5.0,4.4,True,False,False,False,True
1786,2010,1995.0,181.0,5.0,12.75,True,False,False,False,False
1787,2011,1196.0,70.0,5.0,2.4,False,False,False,True,True
1788,2018,1198.0,73.75,5.0,5.71,False,False,False,True,True
1789,2015,1498.0,89.84,5.0,5.49,True,False,False,False,True
1790,2004,1343.0,90.0,5.0,1.3,False,False,False,True,True
1791,2014,2179.0,140.0,7.0,8.5,True,False,False,False,True
1792,2012,2982.0,168.5,7.0,12.99,True,False,False,False,True
1793,2017,1197.0,81.86,5.0,5.0,False,False,False,True,True
1794,2017,1248.0,73.75,5.0,9.0,True,False,False,False,False
1795,2016,1248.0,74.0,5.0,5.22,True,False,False,False,True
1796,2012,1198.0,73.9,5.0,3.8,False,False,False,True,True
1797,2019,1197.0,78.9,5.0,7.27,False,False,False,True,True
1798,2016,1197.0,81.8,5.0,5.1,False,False,False,True,True
1799,2013,2143.0,203.0,5.0,29.0,True,False,False,False,False
1800,2013,998.0,67.1,5.0,2.9,False,False,False,True,True
1801,2012,624.0,35.0,4.0,1.38,False,False,False,True,True
1802,2011,1798.0,157.8,5.0,5.5,False,False,False,True,True
1803,2016,1197.0,103.5,5.0,7.25,False,False,False,True,False
1804,2014,1582.0,126.32,5.0,6.98,True,False,False,False,True
1805,2017,1248.0,74.0,5.0,5.25,True,False,False,False,True
1806,2013,814.0,55.2,5.0,1.95,False,False,False,True,True
1807,2014,1968.0,174.33,5.0,24.5,True,False,False,False,False
1808,2013,2494.0,100.0,7.0,8.31,True,False,False,False,True
1809,2012,2987.0,254.8,5.0,36.0,True,False,False,False,False
1810,2015,1120.0,71.0,5.0,5.5,True,False,False,False,True
1811,2011,2354.0,177.6,5.0,5.89,False,False,False,True,False
1812,2016,1498.0,103.2,5.0,7.95,True,False,False,False,True
1813,2010,1197.0,80.0,5.0,2.75,False,False,False,True,True
1814,2012,1582.0,126.24,5.0,6.25,True,False,False,False,True
1815,2015,1399.0,68.05,5.0,4.95,True,False,False,False,True
1816,2019,1197.0,81.83,5.0,6.27,False,False,False,True,True
1817,2017,1582.0,126.2,5.0,8.65,True,False,False,False,True
1818,2014,1197.0,82.0,5.0,3.5,False,False,False,True,True
1819,2015,1968.0,174.3,5.0,35.0,True,False,False,False,False
1820,2015,1298.0,85.8,5.0,4.45,False,False,False,True,True
1821,2012,1197.0,80.0,5.0,2.65,False,False,False,True,True
1822,2017,1198.0,77.0,5.0,4.7,True,False,False,False,True
1823,2014,1582.0,126.2,5.0,8.9,True,False,False,False,False
1824,2017,1956.0,170.0,5.0,17.45,True,False,False,False,True
1825,2017,1248.0,88.5,5.0,9.58,True,False,False,False,True
1826,2012,1798.0,138.03,5.0,6.22,False,False,False,True,True
1827,2013,2179.0,140.0,7.0,7.8,True,False,False,False,True
1828,2016,1995.0,190.0,5.0,27.75,True,False,False,False,False
1829,2015,1396.0,88.73,5.0,7.0,True,False,False,False,True
1830,2017,2987.0,254.79,5.0,64.87,True,False,False,False,False
1831,2013,1998.0,163.7,5.0,6.5,True,False,False,False,True
1832,2011,1197.0,80.0,5.0,2.7,False,False,False,True,True
1833,2012,1198.0,86.8,5.0,2.5,False,False,False,True,True
1834,2013,1461.0,84.8,7.0,3.9,True,False,False,False,True
1835,2015,1198.0,73.9,5.0,3.95,False,False,False,True,True
1836,2010,1197.0,78.9,5.0,2.1,False,False,False,True,True
1837,2009,1991.0,147.9,4.0,3.5,True,False,False,False,False
1838,2007,1086.0,68.05,5.0,2.0,False,False,False,True,True
1839,2014,1248.0,88.76,7.0,5.35,True,False,False,False,True
1840,2013,1498.0,98.6,5.0,3.8,True,False,False,False,True
1841,2016,1595.0,122.0,5.0,17.25,False,False,False,True,False
1842,2018,1197.0,81.86,5.0,5.53,False,False,False,True,True
1843,2009,1197.0,78.9,5.0,1.95,False,False,False,True,True
1844,2017,1248.0,74.0,5.0,8.2,True,False,False,False,True
1845,1999,1343.0,90.0,5.0,0.9,False,False,False,True,True
1846,2013,2494.0,100.6,7.0,6.5,True,False,False,False,True
1847,2014,1998.0,112.0,5.0,19.41,True,False,False,False,False
1848,2016,1368.0,112.4,5.0,6.58,False,False,False,True,True
1849,2011,1399.0,92.7,5.0,2.1,False,False,False,True,True
1850,2008,1086.0,68.05,5.0,2.0,False,False,False,True,True
1851,2015,1120.0,71.0,5.0,3.7,True,False,False,False,True
1852,2014,998.0,67.04,5.0,3.8,False,False,False,True,False
1853,2014,1197.0,78.9,5.0,3.25,False,False,False,True,True
1854,2015,1461.0,83.8,5.0,5.53,True,False,False,False,True
1855,2011,1995.0,190.0,5.0,10.9,True,False,False,False,False
1856,2018,1197.0,82.0,5.0,5.1,False,False,False,True,True
1858,2009,995.0,62.0,5.0,1.6,False,False,False,True,True
1859,2018,1497.0,117.3,5.0,11.25,False,False,False,True,True
1860,2013,1598.0,103.6,5.0,5.9,True,False,False,False,True
1861,2012,2982.0,169.0,7.0,14.4,True,False,False,False,False
1862,2011,1497.0,118.0,5.0,3.6,False,False,False,True,True
1863,2017,1995.0,190.0,5.0,40.5,True,False,False,False,False
1864,2014,1968.0,174.3,5.0,38.95,True,False,False,False,False
1865,2014,1248.0,73.94,5.0,3.6,True,False,False,False,True
1866,2016,1498.0,103.2,5.0,7.12,True,False,False,False,False
1867,2016,1498.0,98.6,5.0,7.52,True,False,False,False,True
1868,2012,1968.0,140.8,5.0,10.35,True,False,False,False,False
1869,2014,1598.0,103.52,5.0,7.0,False,False,False,True,True
1870,2011,2982.0,171.0,7.0,10.85,True,False,False,False,True
1871,2010,1991.0,123.7,5.0,2.35,True,False,False,False,True
1872,2014,1196.0,73.0,7.0,2.9,False,False,False,True,True
1873,2017,1373.0,91.1,5.0,7.65,False,False,False,True,True
1874,2016,1248.0,88.5,5.0,6.4,True,False,False,False,True
1875,2014,2494.0,100.6,7.0,10.1,True,False,False,False,True
1876,2014,1197.0,85.8,5.0,4.25,False,False,False,True,True
1877,2019,2755.0,171.5,7.0,19.65,True,False,False,False,False
1878,2017,1396.0,69.0,5.0,4.4,True,False,False,False,True
1879,2012,1197.0,82.85,5.0,3.25,False,False,False,True,True
1880,2012,1399.0,68.0,5.0,2.8,True,False,False,False,True
1881,2015,1248.0,73.74,8.0,4.3,True,False,False,False,True
1882,2006,1399.0,68.0,5.0,1.55,True,False,False,False,True
1883,2007,2354.0,152.0,5.0,4.7,False,False,False,True,True
1884,2017,1199.0,88.7,5.0,7.07,False,False,False,True,True
1885,2018,2987.0,258.0,7.0,79.0,True,False,False,False,False
1886,2018,1197.0,81.86,5.0,5.75,False,False,False,True,True
1887,2012,1197.0,85.8,5.0,3.25,False,False,False,True,True
1888,2017,1498.0,108.495,5.0,8.89,True,False,False,False,False
1889,2015,1497.0,117.3,5.0,5.9,False,False,False,True,True
1890,2016,1199.0,88.7,5.0,4.95,False,False,False,True,True
1891,2014,1248.0,75.0,5.0,3.75,True,False,False,False,True
1892,2017,1582.0,126.2,5.0,10.97,True,False,False,False,False
1893,2014,2967.0,241.4,5.0,24.94,True,False,False,False,False
1894,2014,814.0,55.2,5.0,1.97,False,False,False,True,True
1895,2010,1399.0,68.0,5.0,1.4,True,False,False,False,True
1896,2018,1198.0,73.75,5.0,7.27,False,False,False,True,True
1897,2013,1461.0,84.8,5.0,4.0,True,False,False,False,True
1898,2015,1199.0,88.7,5.0,4.75,False,False,False,True,True
1899,2015,1197.0,80.0,5.0,5.1,False,False,False,True,True
1900,2012,2967.0,241.4,5.0,16.11,True,False,False,False,False
1901,2014,2696.0,184.0,7.0,10.55,True,False,False,False,False
1902,2017,2755.0,174.5,7.0,30.0,True,False,False,False,False
1903,2002,1896.0,66.0,5.0,1.6,True,False,False,False,True
1904,2012,2148.0,170.0,5.0,18.49,True,False,False,False,False
1905,2018,1373.0,91.1,5.0,9.96,False,False,False,True,True
1906,2013,1248.0,74.0,5.0,4.75,True,False,False,False,True
1907,2002,2446.0,75.0,10.0,3.65,True,False,False,False,True
1908,2012,2495.0,218.0,5.0,15.5,True,False,False,False,False
1909,2013,2835.0,116.9,6.0,11.82,True,False,False,False,True
1910,2008,1794.0,125.0,5.0,2.05,False,False,False,True,True
1911,2016,998.0,58.16,5.0,3.3,False,False,False,False,True
1912,2013,796.0,34.2,8.0,2.25,False,False,False,True,True
1913,2014,1968.0,174.33,5.0,20.12,True,False,False,False,False
1914,2017,1197.0,81.86,5.0,4.95,False,False,False,False,True
1915,2016,1498.0,98.6,5.0,7.48,True,False,False,False,True
1916,2004,1796.0,157.7,5.0,5.5,False,False,False,True,False
1918,2013,1968.0,147.51,5.0,13.19,True,False,False,False,False
1919,2012,1197.0,85.8,5.0,3.85,False,False,False,True,True
1920,2016,1248.0,73.75,5.0,5.75,True,False,False,False,True
1921,2014,2179.0,140.0,7.0,9.0,True,False,False,False,True
1922,2012,1199.0,79.4,5.0,2.21,False,False,False,True,True
1923,2017,1498.0,98.96,5.0,8.09,True,False,False,False,True
1924,2017,2993.0,258.0,5.0,48.63,True,False,False,False,False
1925,2015,1968.0,174.3,5.0,39.47,True,False,False,False,False
1926,2015,1995.0,190.0,5.0,22.24,True,False,False,False,False
1927,2009,1197.0,80.0,5.0,2.6,False,False,False,True,False
1928,2016,1582.0,126.2,5.0,12.0,True,False,False,False,False
1929,2014,1968.0,174.33,5.0,18.0,True,False,False,False,False
1930,2007,3498.0,364.9,5.0,9.99,False,False,False,True,False
1931,2012,1197.0,78.9,5.0,2.45,False,False,False,True,True
1932,2017,1498.0,98.96,5.0,8.99,True,False,False,False,True
1933,2011,1598.0,103.6,5.0,3.15,True,False,False,False,True
1934,2017,1248.0,73.75,5.0,8.2,True,False,False,False,True
1935,2016,1997.0,120.0,7.0,11.5,True,False,False,False,True
1936,2016,1396.0,88.73,5.0,7.3,True,False,False,False,True
1937,2008,796.0,46.3,5.0,1.59,False,False,False,True,True
1938,2015,1197.0,78.9,5.0,3.15,False,False,False,True,True
1939,2015,2179.0,120.0,7.0,8.5,True,False,False,False,True
1940,2010,1199.0,75.0,5.0,3.0,True,False,False,False,True
1941,2012,2993.0,258.0,5.0,21.0,True,False,False,False,False
1942,2016,1498.0,98.6,5.0,7.75,True,False,False,False,True
1943,2013,2148.0,170.0,5.0,23.0,True,False,False,False,False
1944,2016,2179.0,140.0,7.0,13.75,True,False,False,False,False
1945,2017,1497.0,117.3,5.0,8.29,False,False,False,True,False
1946,2014,1248.0,74.0,5.0,5.79,True,False,False,False,True
1947,2017,2143.0,170.0,5.0,30.5,True,False,False,False,False
1948,2011,1497.0,118.0,5.0,3.8,False,False,False,True,True
1949,2014,2956.0,83.8,7.0,4.45,True,False,False,False,True
1950,2012,1197.0,82.85,5.0,3.3,False,False,False,True,True
1951,2009,1248.0,91.2,5.0,1.75,True,False,False,False,True
1952,2011,1799.0,130.0,5.0,5.5,False,False,False,True,False
1953,2017,1582.0,126.2,5.0,13.35,True,False,False,False,True
1954,2017,1968.0,143.0,5.0,22.5,True,False,False,False,False
1955,2013,1591.0,121.3,5.0,5.25,False,False,False,True,True
1956,2011,1396.0,90.0,5.0,3.75,True,False,False,False,True
1957,2015,1498.0,98.6,7.0,6.32,True,False,False,False,True
1958,2018,1582.0,126.32,5.0,7.75,True,False,False,False,False
1959,2006,1596.0,101.0,5.0,1.37,False,False,False,True,True
1960,2010,1197.0,78.9,5.0,2.1,False,False,False,True,True
1961,2016,1248.0,88.5,5.0,9.3,True,False,False,False,True
1962,2015,2494.0,100.6,7.0,12.0,True,False,False,False,True
1963,2017,2143.0,136.0,5.0,23.5,True,False,False,False,False
1964,2006,796.0,46.3,5.0,1.8,False,False,False,True,True
1965,2013,2143.0,170.0,5.0,12.5,True,False,False,False,False
1966,2015,1248.0,74.0,5.0,4.74,True,False,False,False,True
1967,2016,1197.0,82.0,5.0,5.43,False,False,False,True,True
1968,2018,2982.0,168.5,7.0,31.62,True,False,False,False,False
1969,2011,1998.0,132.0,8.0,6.3,False,False,False,True,True
1970,2017,1498.0,98.59,5.0,8.45,True,False,False,False,True
1971,2016,1196.0,86.8,5.0,5.0,False,False,False,True,True
1972,2011,2982.0,171.0,7.0,13.0,True,False,False,False,True
1973,2012,1197.0,85.8,5.0,4.7,False,False,False,True,True
1974,2018,2979.0,320.0,5.0,93.67,False,False,False,True,False
1975,2012,1798.0,160.0,5.0,3.3,False,False,False,True,True
1976,2009,1061.0,67.0,5.0,1.51,False,False,False,True,True
1977,2013,1461.0,108.45,5.0,6.09,True,False,False,False,True
1978,2015,1373.0,91.1,5.0,5.95,False,False,False,True,True
1979,2012,1582.0,126.24,5.0,9.0,True,False,False,False,True
1980,2015,1498.0,103.52,5.0,4.25,True,False,False,False,False
1981,2013,2143.0,170.0,5.0,23.5,True,False,False,False,False
1982,2011,2354.0,177.6,5.0,6.35,False,False,False,True,False
1983,2014,998.0,67.04,5.0,3.4,False,False,False,True,True
1984,2017,2979.0,320.0,5.0,93.0,False,False,False,True,False
1985,2014,1995.0,190.0,5.0,21.6,True,False,False,False,False
1986,2011,1598.0,103.6,5.0,4.0,True,False,False,False,True
1987,2018,1248.0,74.0,5.0,5.5,True,False,False,False,True
1988,2012,2179.0,147.51,5.0,19.25,True,False,False,False,False
1989,2012,1396.0,90.0,5.0,3.95,True,False,False,False,True
1990,2012,1248.0,73.75,5.0,4.25,True,False,False,False,True
1991,2018,1956.0,170.0,5.0,17.02,True,False,False,False,True
1992,2012,1248.0,88.76,7.0,6.5,True,False,False,False,True
1993,2011,1196.0,70.0,5.0,2.95,False,False,False,True,True
1994,2013,1364.0,86.79,5.0,7.12,True,False,False,False,True
1995,2018,1248.0,88.5,5.0,11.25,True,False,False,False,False
1996,2009,1497.0,118.0,5.0,2.75,False,False,False,True,True
1997,2015,2179.0,120.0,7.0,12.0,True,False,False,False,True
1998,2014,1197.0,81.86,5.0,3.67,False,False,False,True,True
2000,2008,1390.0,75.0,5.0,2.3,False,False,False,True,True
2001,2008,1896.0,66.0,5.0,2.2,True,False,False,False,True
2002,2014,2987.0,224.0,7.0,41.0,True,False,False,False,False
2003,2016,1995.0,190.0,5.0,28.5,True,False,False,False,False
2004,2015,1598.0,103.2,5.0,5.49,False,False,False,True,True
2005,2013,1968.0,147.51,5.0,17.5,True,False,False,False,False
2006,2009,1399.0,68.0,5.0,1.99,True,False,False,False,True
2007,2016,1582.0,126.3,5.0,6.64,True,False,False,False,True
2008,2017,2393.0,147.8,7.0,16.5,True,False,False,False,True
2009,2016,1197.0,82.0,5.0,5.0,False,False,False,True,True
2010,2017,1198.0,73.75,5.0,5.4,False,False,False,True,True
2011,2017,799.0,53.3,5.0,2.99,False,False,False,True,True
2012,2011,1497.0,118.0,5.0,4.1,False,False,False,True,True
2013,2018,1197.0,81.86,5.0,6.76,False,False,False,True,False
2014,2016,999.0,75.0,5.0,5.5,False,False,False,True,True
2015,2014,1248.0,74.0,5.0,5.99,True,False,False,False,True
2016,2012,1461.0,84.8,5.0,2.59,True,False,False,False,True
2017,2013,2179.0,187.7,5.0,26.75,True,False,False,False,False
2018,2016,1248.0,88.5,5.0,8.5,True,False,False,False,True
2019,2011,1968.0,167.6,5.0,23.0,True,False,False,False,False
2020,2014,1196.0,70.02,5.0,3.35,False,False,False,True,True
2021,2012,2199.0,194.3,7.0,10.75,True,False,False,False,False
2022,2013,2179.0,120.0,8.0,6.29,True,False,False,False,True
2023,2014,1461.0,108.45,5.0,7.75,True,False,False,False,True
2024,2012,1968.0,140.8,5.0,13.5,True,False,False,False,False
2025,2013,1196.0,73.0,7.0,3.75,False,False,False,True,True
2026,2011,2498.0,112.0,7.0,3.75,True,False,False,False,True
2027,2006,998.0,67.1,5.0,1.5,False,False,False,True,True
2028,2005,1061.0,64.0,5.0,1.45,False,False,False,True,True
2029,2013,1586.0,103.3,5.0,4.12,False,False,False,True,True
2030,2016,2393.0,147.8,7.0,17.11,True,False,False,False,True
2031,2015,2494.0,100.6,7.0,10.25,True,False,False,False,True
2032,2011,1199.0,73.9,5.0,2.49,True,False,False,False,True
2033,2015,1496.0,88.73,5.0,3.85,False,False,False,True,True
2034,2014,1498.0,89.84,5.0,6.25,True,False,False,False,True
2035,2015,1120.0,70.0,5.0,4.88,True,False,False,False,True
